id,keyword,count,Date
12,[Nn]okia,25,2019-04-07 19:29:46,
13,[Nn]okia,25,2019-04-07 19:55:25,
14,[Nn]okia,25,2019-04-07 20:21:05,
15,[Nn]okia,25,2019-04-07 20:52:46,
